"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_MEAN","BILL_MEAN","PAY_AMT_MEAN","PAY_DIFF","default.payment.next.month"
100000,2,1,2,25,-0.6,897,897,897.6,0
200000,2,1,2,29,-0.2,18370.2,9627.8,18370.4,0
80000,2,2,2,27,0.4,80744,3223.6,80743.6,0
230000,1,1,2,27,-1,3895.4,2847.4,3896.4,0
50000,1,2,3,37,-0.2,33721.2,4276,33721.4,0
110000,1,2,2,23,0.8,47351.2,2400,47350.4,0
20000,1,3,1,56,0.4,14603.6,1160,14603.2,0
360000,2,2,1,42,-0.6,2831.8,3313.4,2832.4,0
160000,1,1,1,36,-0.2,33677,6631,33677.2,0
10000,1,2,2,35,0,9107,1460,9107,0
500000,1,1,1,35,-2,0,0,2,1
500000,1,1,1,69,-1,1874.4,2350.2,1875.4,0
360000,2,2,2,28,0,35085.4,2451.4,35085.4,0
50000,2,1,2,28,0,31327.8,1120.8,31327.8,0
10000,2,3,1,58,0,9105,665,9105,0
30000,2,2,1,29,0,14852.6,5500,14852.6,0
80000,2,3,1,30,0.4,495.8,336.8,495.4,0
360000,2,2,1,27,-1,9480,9417,9481,0
120000,2,1,2,26,0,102537.6,4200,102537.6,0
500000,2,2,2,26,0,46490.2,2283.8,46490.2,0
140000,1,3,1,54,-1,1384.2,1558.2,1385.2,0
110000,1,2,2,27,0,33586.2,3000,33586.2,0
30000,1,2,2,34,0,28836.6,7000,28836.6,0
140000,2,1,1,56,0,104240,3896.2,104240,0
150000,2,3,1,39,0,113821.4,4385.4,113821.4,0
20000,1,3,1,45,0.6,11670.4,3417.8,11669.8,0
60000,1,2,2,25,1.2,20982,1804.4,20980.8,1
20000,1,1,1,62,0,13587.6,900,13587.6,0
50000,2,1,2,25,0,17365.8,745,17365.8,0
200000,2,2,1,35,0,74796.4,3122,74796.4,0
240000,2,1,1,34,0,43455.8,1728.2,43455.8,0
360000,1,2,2,32,0.4,20382,2871.8,20381.6,0
50000,2,2,1,26,-0.2,25855.2,4818.4,25855.4,0
100000,1,3,2,50,0,82506,2541.2,82506,0
80000,2,3,2,26,-1.4,0,0,1.4,1
50000,2,3,1,32,2,47581.2,1520,47579.2,1
180000,2,2,1,33,0,4250.8,2096.4,4250.8,0
40000,2,1,2,22,0,33045.8,1314.2,33045.8,1
50000,1,2,2,43,1,44955.6,1791.2,44954.6,1
10000,1,2,2,23,5,2400,0,2395,1
100000,2,2,1,48,1.2,44620.2,1738.6,44619,0
100000,2,1,2,24,-1.2,19498.4,2329,19499.6,0
360000,1,1,2,29,-0.6,52989.6,1413,52990.2,0
100000,2,2,1,28,-1,770.4,926.8,771.4,1
290000,2,2,1,49,-1,2408,2440.8,2409,1
240000,1,1,2,34,0.2,20808.6,4367,20808.4,0
50000,1,2,1,32,2,15416.2,680,15414.2,1
220000,2,2,2,30,0,25568.6,8003,25568.6,0
20000,1,2,1,44,0,18409.4,1127.8,18409.4,1
100000,2,1,2,29,2,75985.2,3000,75983.2,0
230000,2,1,1,43,-1,3510,2873.8,3511,1
50000,2,2,1,53,-0.2,29847,1053.2,29847.2,1
70000,1,1,1,42,0.8,125001.2,4828.6,125000.4,0
180000,1,1,2,31,-1,913.2,910.4,914.2,0
90000,1,1,2,27,-1,2793.6,2736.8,2794.6,0
50000,1,2,2,24,0,35460.4,1427.6,35460.4,0
50000,2,3,2,22,1.2,34503.8,2135.8,34502.6,0
60000,2,1,2,26,-0.6,15572.6,8401.8,15573.2,0
50000,2,3,2,41,0.8,24604.8,1191,24604,1
300000,2,1,1,58,-2,1685.4,1434,1687.4,0
30000,2,1,2,36,0.2,13858,1942.4,13857.8,1
10000,1,1,2,25,0,7730.2,1363.6,7730.2,0
70000,1,1,2,30,0,17608.2,517.2,17608.2,0
160000,1,2,2,32,0,26043.2,5800,26043.2,0
60000,2,3,1,30,0.6,17481.8,1740,17481.2,0
40000,2,2,2,23,2,35113.8,1290,35111.8,1
160000,1,2,2,36,-0.8,1003.2,836,1004,0
50000,2,3,2,35,0,11503,950.6,11503,0
170000,1,1,1,36,-1,2015,1997,2016,0
200000,1,2,1,57,-1,390,312,391,0
290000,2,1,2,27,0,102719.2,4607.8,102719.2,0
40000,2,2,2,53,1.4,15171.8,920,15170.4,0
300000,2,1,2,30,-1,5081,3873.2,5082,0
50000,1,3,2,32,0.4,42188.2,1675.4,42187.8,1
20000,1,2,2,29,0.4,12225.8,919,12225.4,0
30000,2,2,1,22,1,29738.6,1091.8,29737.6,0
140000,1,2,2,34,1,98504.6,4150,98503.6,0
80000,1,2,1,32,-1,2389,2948,2390,0
260000,2,2,2,35,-1,2278,2320,2279,0
130000,2,1,2,27,-0.4,17761.6,6485.2,17762,1
200000,1,2,1,36,-1.2,336,336,337.2,0
50000,2,3,1,46,0,16117.8,879.2,16117.8,0
50000,1,1,2,25,0,29029,982.6,29029,0
90000,2,2,1,26,-0.2,38964.6,1756,38964.8,0
20000,1,1,2,25,-1.4,0,200,1.4,1
140000,2,2,1,26,0.8,55888.8,5202.2,55888,0
30000,1,3,3,45,0.4,23945,1464.8,23944.6,0
230000,1,1,2,28,0.2,7026.6,3570,7026.4,0
100000,1,3,1,36,0.8,12161.2,2000,12160.4,1
240000,2,1,2,46,0.2,875.4,901.4,875.2,0
200000,1,1,1,36,-2,0,0,2,1
80000,1,1,2,26,0,68741.6,2347.4,68741.6,0
360000,1,1,1,56,-1.2,925.8,1727.6,927,0
150000,1,2,2,37,0,61829.2,4072,61829.2,0
130000,1,2,2,27,0,30925.4,1369.8,30925.4,0
30000,2,2,1,56,0.4,13851.2,1436.8,13850.8,0
30000,1,2,3,43,2,16580.2,1000,16578.2,1
390000,2,1,2,27,0,82498.8,3900,82498.8,0
360000,1,2,2,37,-0.8,-284,900,-283.2,0
90000,2,2,1,25,0,47036.4,2017.4,47036.4,0
100000,2,3,1,35,0,49872.6,2027.8,49872.6,0
30000,1,3,1,31,-0.4,390,312,390.4,0
160000,1,3,2,25,-1.2,6280,0,6281.2,0
20000,1,1,2,26,0.6,9574,608.8,9573.4,0
240000,2,1,2,36,0,6377.6,1752.6,6377.6,0
80000,1,1,2,26,2.2,63029.2,2500,63027,1
30000,2,2,2,22,0,29438.2,2145.4,29438.2,0
160000,2,2,2,28,0,95244.4,8080,95244.4,0
20000,2,1,1,58,0,18627.4,825.2,18627.4,0
230000,1,1,1,45,0,28333.4,1456,28333.4,0
100000,2,2,1,46,0,78198.2,2994.2,78198.2,0
10000,1,3,1,37,-1,1107.2,1034.4,1108.2,1
180000,2,3,1,41,1.2,100674.4,2934,100673.2,1
140000,1,2,2,36,1.8,46290.2,1880,46288.4,1
20000,2,1,1,23,0,11084.8,2349.2,11084.8,0
80000,2,1,2,39,-1.2,1909.6,2533.2,1910.8,0
10000,2,2,1,29,0,8989.6,1033.8,8989.6,1
50000,1,2,1,35,0.2,16216,1620,16215.8,1
340000,1,3,2,38,-2,532.8,459,534.8,0
330000,2,2,2,39,0,131076.6,4239.8,131076.6,0
230000,2,1,1,47,-0.6,5902,2468,5902.6,0
360000,1,1,2,40,-1.4,0,0,1.4,0
30000,2,3,3,48,0.4,22349.8,4140,22349.4,0
200000,1,1,1,42,-1,1621.6,888.8,1622.6,0
50000,2,2,1,55,0,29214.6,2600.6,29214.6,1
290000,2,1,1,45,-1,889.6,820,890.6,0
20000,2,3,2,24,-1,895.4,2716.2,896.4,1
60000,2,3,2,49,0.6,24347.8,700.2,24347.2,0
160000,1,2,2,24,0,87221.4,3155,87221.4,0
200000,2,1,2,31,-0.4,1579.6,6223.4,1580,0
70000,2,2,1,33,0,24091.6,3180.6,24091.6,0
140000,1,1,2,35,0,16517,5817,16517,0
160000,2,2,2,36,-1.4,3650.2,7781.8,3651.6,0
200000,2,2,1,40,-1.4,2309.2,976,2310.6,0
80000,2,3,2,55,0,60686.4,1907.2,60686.4,0
310000,2,1,1,47,-2,7509.4,3600,7511.4,0
290000,2,2,1,29,0.8,63413.2,2054,63412.4,1
120000,1,1,2,27,0.4,11888.2,1103,11887.8,0
20000,1,3,2,31,2,15474.6,2116.6,15472.6,0
90000,1,1,2,29,-0.8,138.6,613.2,139.4,0
60000,1,1,1,60,-1,880,955.8,881,0
260000,1,2,1,39,0.8,109011.2,4005.8,109010.4,1
50000,1,3,2,41,0,12399.6,940,12399.6,0
50000,1,3,1,40,0,20170.8,1296.4,20170.8,0
50000,1,3,2,53,0,38770.8,1384.4,38770.8,0
200000,2,1,2,32,0,16010.2,3358,16010.2,0
170000,1,2,1,35,-0.6,8094.4,5714.4,8095,0
50000,2,1,2,22,0,39191.2,1057.2,39191.2,0
440000,1,3,1,47,-0.8,20622.6,1423.4,20623.4,1
100000,1,2,1,28,-1.6,2000,0,2001.6,0
50000,1,3,2,49,0.4,28180.4,1320.6,28180,1
220000,1,1,1,47,0,70757.6,2647,70757.6,0
150000,2,3,2,43,-2,3265.8,6616.6,3267.8,0
20000,1,1,2,28,-1.2,2544.6,6144.6,2545.8,0
160000,2,2,1,39,0.2,14126.4,0,14126.2,0
50000,1,1,2,28,-0.4,25826.2,4449.6,25826.6,0
130000,2,3,1,40,-1.2,20530,0,20531.2,0
20000,1,2,2,36,0,16736.8,2800,16736.8,1
200000,2,2,1,34,-2,10622.6,5438.6,10624.6,0
20000,2,1,2,22,-2,426.6,409.4,428.6,0
300000,2,1,1,39,-1.2,490.2,263.8,491.4,0
120000,2,1,2,25,0.4,100800.6,4540,100800.2,1
140000,1,1,3,59,0,102681,7011.2,102681,0
210000,2,2,2,25,0,70989.8,6160,70989.8,1
200000,1,1,2,30,-2,0,0,2,0
130000,2,1,2,28,0,27929.2,1367.4,27929.2,1
240000,2,2,1,48,-1.6,20.2,0,21.8,1
80000,1,3,1,65,-0.4,11653.8,1910.4,11654.2,0
500000,2,1,2,36,-1.4,0,0,1.4,1
210000,2,1,2,56,-0.8,45434.6,1000,45435.4,0
200000,2,2,1,42,-2,0,0,2,1
50000,1,1,2,37,0.4,18722.6,2886.4,18722.2,0
340000,2,1,1,38,-0.6,8978.6,6456,8979.2,0
240000,1,2,1,62,-0.6,2724.8,1584.2,2725.4,0
240000,2,1,2,28,0,31207,2531.4,31207,0
50000,1,2,1,40,0,33482,5622.2,33482,0
50000,1,3,1,55,1.2,17173.6,1604.8,17172.4,0
20000,2,2,2,45,0.6,4232.6,419.6,4232,1
220000,2,1,2,25,-0.8,681.2,1027,682,0
60000,1,1,2,37,0,32234,1357.6,32234,0
40000,2,2,2,26,2,9224.8,1180,9222.8,1
50000,1,1,2,64,0,23517.8,909.8,23517.8,0
360000,2,1,1,46,0,1067.2,492.4,1067.2,1
120000,1,1,1,51,-0.8,-83.2,695.6,-82.4,1
20000,1,3,2,23,-0.2,15184,4658,15184.2,0
30000,1,2,1,33,-0.8,13982.8,3800,13983.6,0
110000,2,1,2,29,-1,346,346,347,0
170000,2,2,2,31,0,119536.8,3810.2,119536.8,0
180000,1,2,1,48,-0.2,367.6,0,367.8,0
50000,2,2,2,23,1,41608.6,1420,41607.6,0
180000,2,1,2,28,-1,14893,5554.2,14894,0
80000,2,2,1,50,-0.2,18212.8,2900,18213,0
20000,2,1,1,34,0,9371.8,2600,9371.8,0
30000,2,3,1,57,0,18293.6,1068.2,18293.6,0
200000,1,1,1,53,-1.2,1890.8,2208,1892,0
120000,2,2,1,42,0,113936,4353.4,113936,0
50000,2,2,2,22,0,36908.8,2368.6,36908.8,0
50000,2,2,1,39,0,38554.8,1800,38554.8,0
200000,1,1,2,41,0.4,21740.2,3800,21739.8,0
30000,1,2,2,25,0.4,9065.4,959.6,9065,1
190000,2,2,1,33,-1.4,-2900,0,-2898.6,0
120000,2,2,1,41,0.2,9664.6,5369.8,9664.4,0
30000,2,3,2,39,0,20106.6,6582,20106.6,0
30000,2,3,2,27,-0.4,9060.4,3689.2,9060.8,0
310000,1,1,2,33,0.4,46128.2,1960,46127.8,0
30000,2,2,1,31,0,27289.6,1454.4,27289.6,1
50000,2,1,2,27,2.2,34805.4,1560,34803.2,1
260000,2,1,2,31,0,128828.6,5050,128828.6,0
210000,2,2,1,34,0,95799,3356.6,95799,0
280000,2,1,1,29,0,60728.6,2783.6,60728.6,0
140000,1,1,2,32,0,75446.2,6205.8,75446.2,0
20000,2,3,2,22,0,13669,853.4,13669,0
70000,2,3,3,39,-0.4,19104.2,4830,19104.6,0
120000,2,1,1,50,-0.8,3388,3432,3388.8,0
60000,2,2,2,24,0,38916.6,1450.6,38916.6,0
30000,1,3,2,29,0,26748.4,1242,26748.4,0
30000,1,2,2,29,0,12649.8,1893,12649.8,0
80000,1,1,1,25,0.8,51198.8,2070,51198,1
50000,1,2,1,49,0,20114.2,1275.4,20114.2,0
100000,1,3,2,37,0,14806,3647,14806,0
60000,1,2,1,35,-0.2,47114.6,3204.4,47114.8,0
10000,2,2,2,23,2.6,3800,200,3797.4,1
280000,2,1,1,41,-1,9450.4,8533.2,9451.4,0
250000,2,3,2,47,-2,7670.2,6546.8,7672.2,0
40000,1,2,1,48,-0.6,783,848.6,783.6,0
30000,2,1,2,25,1.4,28870.2,1303,28868.8,0
50000,1,1,1,57,0,20707.8,934.2,20707.8,0
130000,2,2,1,28,0,75302.4,4646.8,75302.4,0
60000,2,2,2,24,0,43571.4,1721.6,43571.4,0
200000,2,2,1,29,0,78773,2800,78773,0
100000,2,1,2,33,0.4,94790.4,4245,94790,0
20000,1,3,1,36,6,23094,0,23088,1
230000,1,1,2,42,-2,380,380,382,1
90000,2,2,2,26,0.4,72148.6,2636.4,72148.2,0
20000,2,2,2,23,0.4,13656.2,1540,13655.8,1
20000,2,3,2,22,0.8,13852.8,252.6,13852,1
50000,2,1,2,24,0,4296.6,608.8,4296.6,0
230000,2,2,2,40,0,68198.2,4858,68198.2,0
430000,2,2,1,41,-2,10642.8,6759.4,10644.8,0
50000,1,2,1,34,0,35299.4,4031.2,35299.4,0
230000,1,2,2,32,0,124669.2,5200,124669.2,0
240000,2,5,2,36,-0.2,623.4,431,623.6,0
120000,2,1,2,30,-0.4,165,66,165.4,1
260000,1,2,1,53,-2,-1,0,1,0
140000,2,1,2,31,-1,716.6,750.8,717.6,0
50000,2,3,1,36,1.6,39936.8,1125.8,39935.2,0
50000,2,3,1,35,0,31707.8,1829.2,31707.8,0
30000,2,3,2,29,2,17268,1160,17266,1
310000,2,3,2,36,-1,4061.4,3150.6,4062.4,0
80000,2,2,2,26,-1,7668.4,935,7669.4,0
500000,2,1,2,38,0,52018.2,6200.8,52018.2,0
100000,2,1,1,37,0,72698.4,2989.2,72698.4,0
200000,1,1,1,37,-1,2201.2,1769.8,2202.2,1
20000,1,2,2,39,-0.4,5994,634.2,5994.4,0
20000,2,2,1,28,0,54184.6,1728.8,54184.6,0
80000,1,2,2,38,0,56934.4,2517,56934.4,0
110000,1,2,2,29,-1.2,8260,0,8261.2,0
100000,1,2,1,38,0,97619.8,4000,97619.8,0
400000,1,5,1,30,-0.8,813,604.4,813.8,0
320000,1,1,1,40,-1,430,430,431,0
180000,1,2,2,28,0,126033.8,4298.2,126033.8,0
180000,2,2,2,27,0.4,5222.8,595.4,5222.4,0
30000,2,2,2,22,0,26007.2,1427.6,26007.2,1
30000,1,2,2,35,2,14016.2,380,14014.2,1
100000,2,1,2,24,0.4,70717.8,3207.4,70717.4,0
90000,1,2,1,50,0,63430.2,1779.4,63430.2,0
20000,1,2,1,22,0,19832.6,656.6,19832.6,0
60000,1,2,2,28,1.2,40394.8,2122,40393.6,1
90000,1,3,1,38,1.2,26826.4,1092.6,26825.2,0
80000,2,2,1,40,-0.8,4091.2,3280.4,4092,0
500000,2,1,1,34,0,108814.8,6214.6,108814.8,0
130000,1,1,2,27,-1,339,339,340,0
350000,2,2,1,38,-1,6037.2,6187.8,6038.2,0
320000,1,1,2,34,-1,2941.4,3432.8,2942.4,0
110000,1,1,2,25,0.8,91643.8,3829.6,91643,1
60000,2,3,3,53,0,40465.4,1414.6,40465.4,0
260000,2,4,2,33,0,25389.2,3444.4,25389.2,0
50000,1,1,1,47,0,52217.4,2155.8,52217.4,0
210000,1,1,1,52,-0.4,28482,8313.8,28482.4,0
20000,2,2,1,29,1.6,18932.4,1320,18930.8,0
30000,2,2,2,49,2,29686,1137.4,29684,0
360000,2,1,2,31,-0.6,8172.6,3395.6,8173.2,0
90000,1,2,2,30,-1,2838.4,2623.4,2839.4,0
10000,2,2,2,28,0,8214.2,1090.4,8214.2,0
200000,2,2,2,36,0,89811.6,3454.2,89811.6,0
60000,1,2,2,37,-1,-235,590,-234,0
80000,1,2,1,40,-0.6,4989.8,5891.4,4990.4,0
50000,1,2,1,21,-0.2,48300.4,1863,48300.6,0
50000,2,2,2,24,0,35715,1493.2,35715,0
180000,2,3,1,41,-1,7576.4,6882.4,7577.4,0
240000,1,2,1,33,0,13326.4,1583.6,13326.4,0
200000,1,1,1,30,2,2500,0,2498,1
20000,1,2,2,40,6,19838,14,19832,1
80000,2,2,2,32,0.4,13863.2,1038.4,13862.8,1
30000,1,2,2,54,1.2,12757.6,1400,12756.4,0
200000,2,1,2,35,-1,1459.2,648,1460.2,0
100000,2,2,1,38,0.6,46107.2,9440,46106.6,0
70000,2,3,1,30,2,58266,2400,58264,1
140000,1,2,1,30,-1.4,0,0,1.4,0
30000,2,2,1,27,2.4,28267.6,1560,28265.2,0
100000,2,2,2,27,0,98452.8,3660.8,98452.8,1
60000,1,2,2,38,0,41359.6,1699.2,41359.6,0
50000,2,1,2,23,-0.4,3436.6,3401,3437,0
120000,2,1,1,35,-2,0,30,2,0
50000,1,3,2,23,-0.6,12077.4,3969.2,12078,0
360000,2,1,1,36,-0.6,4695.8,2400,4696.4,0
40000,2,2,1,36,0,26265.4,2300,26265.4,0
190000,2,2,2,40,-1.4,7406.8,3848.2,7408.2,0
30000,2,1,2,23,0,17511.2,6520.2,17511.2,0
280000,2,3,2,47,0.8,1168.8,1304.2,1168,1
30000,2,2,2,23,0,26808.6,2394.2,26808.6,0
260000,2,1,2,32,-1,3202.6,2877.2,3203.6,0
60000,2,2,1,46,0,21777.8,1600,21777.8,0
70000,2,3,1,36,0.4,30660.8,1380.8,30660.4,1
30000,1,2,2,27,2,27254.6,2200,27252.6,0
300000,1,3,1,37,-1,3498.8,3021,3499.8,0
30000,2,2,2,22,2,27353.6,1340.4,27351.6,0
40000,1,3,2,43,5,2400,0,2395,1
80000,1,1,2,25,0,57417.2,3080.8,57417.2,0
50000,1,1,2,35,0,24430.4,2254.6,24430.4,1
260000,1,1,2,29,2,2497,0,2495,1
100000,2,1,1,58,1.8,29752,2000,29750.2,1
280000,1,1,2,34,-1.4,0,0,1.4,0
80000,2,2,1,22,-0.4,9804.8,509.8,9805.2,0
90000,2,2,2,39,-0.8,5027.2,8755.2,5028,0
130000,2,1,1,33,0.2,10558.2,3601.2,10558,0
420000,2,1,2,44,-0.2,2382.6,967.8,2382.8,0
500000,1,1,2,39,-0.2,73553.2,6790.2,73553.4,0
180000,1,1,2,30,-1.2,-193,800,-191.8,1
440000,1,1,2,30,0,50249.2,2630,50249.2,0
50000,1,1,2,27,0,35368.6,1121.6,35368.6,0
140000,1,2,1,29,-0.6,1653.6,993.6,1654.2,1
150000,1,1,2,29,0,109169.2,5001.4,109169.2,0
150000,2,2,2,27,0.2,297.2,182.6,297,0
480000,1,6,2,49,-2,1434.8,0,1436.8,0
100000,2,1,2,35,0,85753.2,3227.8,85753.2,0
310000,2,1,2,33,0,62669.2,8200,62669.2,0
280000,2,1,2,27,0,44572.6,3200,44572.6,0
60000,1,2,2,51,-0.2,12346.8,1500,12347,1
160000,2,1,2,31,-1.2,1919.8,2140.4,1921,0
90000,1,2,1,48,0,50986.4,2152,50986.4,0
50000,2,1,2,28,-1,1302.2,959.4,1303.2,0
200000,2,2,1,26,0,48163.8,2160,48163.8,0
200000,2,1,1,32,-1,2627.6,3078,2628.6,0
50000,2,1,2,29,0.4,23916.2,1192.8,23915.8,1
240000,2,1,2,30,-1,1669,2107.6,1670,0
300000,2,1,2,25,-0.4,4203,2233.6,4203.4,0
50000,2,3,1,26,0.6,35863,1220.2,35862.4,1
50000,2,2,1,36,0,34517.4,1533.4,34517.4,0
30000,2,2,2,25,2,25311.2,1220,25309.2,1
50000,1,2,1,47,-2,200,2496.4,202,0
20000,2,2,1,34,1,8876,840,8875,1
10000,2,2,2,22,3.2,8150,155.6,8146.8,1
80000,2,2,2,29,0,6523.6,2030.4,6523.6,0
240000,2,2,1,35,2,33936,1480,33934,1
160000,1,1,2,41,0.4,46158.8,2840,46158.4,0
180000,2,1,2,25,0,79321.6,3060,79321.6,0
50000,2,2,1,35,0.4,5450.6,958,5450.2,0
50000,1,2,1,37,0,30004,4561.4,30004,0
20000,1,2,2,22,1.4,14320.4,619.6,14319,0
20000,1,2,2,33,0,19097.2,729.8,19097.2,0
140000,1,1,2,27,0,57828.4,2564,57828.4,0
360000,1,2,2,28,-1.8,218,1800,219.8,0
180000,1,2,1,49,-1,13109.2,8041.2,13110.2,0
390000,1,1,1,36,-1.8,4260.2,4990,4262,1
30000,2,3,1,33,1.4,35031.8,966,35030.4,0
210000,2,1,1,35,-1.6,761,0,762.6,0
20000,1,2,2,24,0.4,8428,1200,8427.6,0
450000,1,1,1,43,-0.4,200,0,200.4,0
50000,1,3,1,24,-1.4,0,0,1.4,0
50000,1,3,2,46,0.6,49265.2,1581.4,49264.6,1
20000,1,2,2,39,1.2,19395.8,686.8,19394.6,1
230000,2,1,2,27,0,54829.6,1907,54829.6,0
50000,1,2,1,41,0.4,32025.2,1345.8,32024.8,1
50000,2,2,2,26,1.2,42728.2,1276,42727,0
50000,1,1,2,57,0,38569.4,1456.2,38569.4,0
20000,1,2,2,23,0.8,14471.6,1645.8,14470.8,0
40000,1,1,1,47,2,12754.4,1000,12752.4,0
100000,1,1,2,26,-1,1209,1550.4,1210,0
240000,1,1,1,36,0.4,16755.4,1340,16755,0
360000,1,2,1,37,-0.8,1627.8,1173.8,1628.6,0
130000,1,1,2,43,0,119827.8,4700,119827.8,0
50000,2,2,2,23,0.8,15629.4,2496,15628.6,0
160000,1,2,1,60,0,19819.4,1073,19819.4,0
20000,1,3,2,23,-0.4,2066.6,2420,2067,1
60000,1,3,2,52,0,24155.6,1700,24155.6,0
280000,2,1,1,32,-0.6,11052.4,7388.2,11053,1
60000,1,2,1,30,0,52783.2,1701.2,52783.2,0
230000,1,1,1,42,0.4,133147.2,3658.2,133146.8,1
120000,2,3,0,41,-1,930.2,506.2,931.2,0
240000,2,1,2,30,-0.4,16338,6745.6,16338.4,0
420000,2,1,1,29,-1.2,3318.6,3566.4,3319.8,0
30000,2,1,2,26,0.6,21976.4,1349.6,21975.8,1
210000,2,2,1,30,0,131260,5580.6,131260,0
250000,1,1,2,29,0,53555.4,2400,53555.4,0
70000,2,2,1,34,0,54609.2,2016,54609.2,0
20000,2,2,2,43,0,19391.8,2447.2,19391.8,0
130000,1,3,1,44,0,107315.8,3994.2,107315.8,0
170000,2,2,2,29,-1.2,1031,0,1032.2,0
200000,1,2,2,31,-1,4273.4,3090.8,4274.4,0
70000,1,3,1,43,0,36908.8,4700,36908.8,1
200000,2,1,1,32,-0.2,9044.4,6633.2,9044.6,1
20000,2,2,2,30,-1.4,0,0,1.4,1
50000,1,2,1,34,0,23093.2,1630,23093.2,0
30000,2,2,2,25,0.8,28238,1666.8,28237.2,0
50000,1,1,1,44,-0.2,38018,1548,38018.2,0
90000,1,3,1,45,0,15290.6,1019.2,15290.6,0
360000,1,1,2,34,-0.4,500,0,500.4,0
290000,2,2,1,45,-0.4,471,501,471.4,0
170000,1,1,2,24,0,139683.8,4808.6,139683.8,0
30000,1,3,2,39,0.6,26587.4,1048.4,26586.8,1
250000,2,1,1,25,-0.6,11251.6,7822.6,11252.2,0
210000,1,3,2,32,0,91826.8,3853.6,91826.8,0
360000,2,1,1,30,-1.4,0,0,1.4,1
120000,2,2,1,37,0,62796.2,9623,62796.2,0
170000,1,1,2,28,-2,0,0,2,1
20000,1,3,2,55,0.8,2223.8,330,2223,0
80000,1,2,1,25,0,60992.6,2075.2,60992.6,0
200000,2,2,1,43,-1,2119.4,2203.6,2120.4,0
150000,2,1,2,32,0.4,36638.8,1904.6,36638.4,0
180000,2,2,2,26,-0.8,2195,1378,2195.8,0
20000,1,3,1,44,1.6,14236.8,1080,14235.2,1
180000,2,2,2,44,-1,7315.4,7265.8,7316.4,0
30000,1,3,1,36,-0.8,921.6,683.6,922.4,0
160000,2,1,2,42,-1.6,996,0,997.6,0
220000,1,1,2,32,-0.6,3922.2,316,3922.8,0
250000,1,1,2,29,0,99501.2,4300,99501.2,0
330000,1,1,1,53,-0.8,1103.8,3639,1104.6,0
50000,1,2,2,26,0.4,35005.6,5987.6,35005.2,0
180000,2,2,1,41,0,98228.2,4164.8,98228.2,0
30000,1,1,2,35,0,27077.4,1271.2,27077.4,1
10000,1,3,2,45,1.4,8622.4,762,8621,0
120000,2,2,1,37,-1,1428.4,1428.4,1429.4,0
250000,2,2,2,38,-1.4,0,0,1.4,1
200000,2,1,2,39,-0.6,9339,5284.8,9339.6,0
90000,2,1,2,29,0.6,9925.8,622,9925.2,1
80000,1,3,2,38,0,10432,1893.4,10432,0
300000,1,1,2,34,-1.4,0,0,1.4,1
210000,1,3,1,44,-2,1579,1812.8,1581,0
270000,2,1,2,32,0,51800.4,2827.4,51800.4,0
180000,2,1,2,30,-1.2,1210.4,1982,1211.6,0
280000,2,2,2,30,-0.6,8825.4,7038.4,8826,0
50000,1,2,2,46,0,22846.4,2541,22846.4,0
20000,2,2,2,26,1.2,19560.4,743.4,19559.2,1
170000,2,3,1,54,0,132085.2,6605,132085.2,0
300000,2,2,1,39,0,134788.2,4863.4,134788.2,0
20000,1,2,1,50,1,1252,400,1251,1
110000,2,2,2,31,0.4,5309.4,1700,5309,1
80000,1,2,1,54,2,47365,1109.6,47363,0
80000,2,1,2,23,0,55010.6,1662.2,55010.6,0
60000,2,2,1,48,-0.2,37896.6,6064.4,37896.8,0
30000,1,2,2,27,0,16324.4,1074,16324.4,0
40000,1,1,2,26,1.2,19106.2,5618.4,19105,0
180000,2,3,1,43,-0.6,1086.6,3086.6,1087.2,1
290000,1,2,1,50,-1.4,0,0,1.4,0
50000,2,1,2,26,2.2,27654.8,1186.2,27652.6,1
150000,2,1,2,32,-0.4,11108.8,4530,11109.2,0
50000,1,2,1,41,-0.2,33983,4650.4,33983.2,0
20000,1,2,1,36,0,19783.4,1165,19783.4,0
360000,1,1,2,30,-1,8481.2,3423.4,8482.2,0
90000,2,3,1,33,0,85755.8,3102.8,85755.8,1
140000,1,1,2,29,-1.4,0,0,1.4,0
50000,2,2,1,30,-0.4,3431,3524.4,3431.4,0
130000,1,1,2,29,0,91397.4,6100,91397.4,0
360000,2,1,2,36,-1,1142.2,1786,1143.2,0
120000,2,2,2,24,0,115455.4,5392,115455.4,0
40000,2,1,2,24,0.4,36750.6,1606.6,36750.2,1
150000,2,1,1,36,-2,11498.2,8980.2,11500.2,0
240000,2,1,2,26,-0.2,2074.6,1748.4,2074.8,1
80000,1,3,2,44,0,11261.2,879,11261.2,0
220000,2,1,1,48,-1.6,1897.2,1635.2,1898.8,0
220000,2,2,1,52,0,40979.8,5873.6,40979.8,0
100000,2,2,2,34,-0.8,666,1643.2,666.8,0
70000,2,3,1,42,0,8804.6,1659,8804.6,0
50000,2,2,1,27,1.8,16073.4,728,16071.6,0
220000,1,3,1,42,-1,1113.4,1820.4,1114.4,0
80000,2,3,2,24,0.4,42398.2,2826.6,42397.8,0
50000,2,2,2,56,0,31724.4,1224.4,31724.4,0
200000,1,1,2,32,-1,396,396,397,0
60000,2,3,1,31,0,23185.8,5527.4,23185.8,0
